PIN,SBL,OBJECTID,Shape__Area,Shape__Length
104.00-1-25.2,10400000010250200000,408,19869.83203125,571.682575397395
104.00-1-26,10400000010260000000,409,20244.73046875,796.544145713916
104.00-1-27,10400000010270000000,410,317213.37890625,2930.2106133357
104.00-1-28,10400000010280000000,411,311531.84375,2260.41899259447
104.00-1-29,10400000010290000000,412,712858.1015625,5597.74665839269
104.00-1-3,10400000010030000000,413,19149.67578125,1210.13762628323
104.00-1-30,10400000010300000000,414,281790.46484375,2566.44444802805
104.00-1-31,10400000010310000000,415,90644.6796875,1304.80926800804
104.00-1-4,10400000010040000000,416,52492.56640625,1008.56860602384
104.00-1-5,10400000010050000000,417,13266.953125,508.745576362422
104.00-1-6.11,10400000010060110000,418,505129.9140625,3294.51663508351
104.00-1-6.12,10400000010060120000,419,39304.91015625,1084.70588585893
104.00-1-6.2,10400000010060200000,420,314187.2265625,2431.55782502665
104.00-1-6.3,10400000010060300000,421,15698.78125,534.153783459118
104.00-1-7,10400000010070000000,422,17994.26171875,559.978729749793
104.00-1-8,10400000010080000000,423,4163.9140625,269.373802233851
104.00-1-9,10400000010090000000,424,4510.265625,273.01525370267
104.00-2-1.1,10400000020010100000,425,149660.1875,1798.39905522602
104.00-2-1.2,10400000020010200000,426,9249.44921875,410.857060856051
104.00-2-10.11,10400000020100110000,427,720639.0703125,3723.43588411371
104.00-2-10.12,10400000020100120000,428,26523.80859375,653.569272447894
104.00-2-10.21,10400000020100210000,429,22105.53515625,762.460321477977
104.00-2-10.22,10400000020100220000,430,200997.27734375,1998.38920040042
104.00-2-10.23,10400000020100230000,431,75688.70703125,1176.10395755271
104.00-2-11,10400000020110000000,432,5915.34765625,368.668765994831
104.00-2-12,10400000020120000000,433,11372.109375,453.767037878163
104.00-2-13.111,10400000020131110000,434,671966.22265625,4561.83074206324
104.00-2-13.12,10400000020130120000,435,15769.7109375,624.866915982279
104.00-2-13.2,10400000020130200000,436,4599.55078125,273.166287385019
104.00-2-14,10400000020140000000,437,320469.94921875,3029.6897988959
104.00-2-15,10400000020150000000,438,2125.9765625,204.562774018947
104.00-2-16,10400000020160000000,439,6405.8203125,352.108913425953
104.00-2-17,10400000020170000000,440,4525.859375,297.66241531619
104.00-2-18,10400000020180000000,441,660048.03515625,4699.55589144774
104.00-2-19.1,10400000020190100000,442,41708.921875,930.578936055156
104.00-2-19.2,10400000020190200000,443,14257.71875,646.593079480752
104.00-2-20,10400000020200000000,444,3771.75,416.767522533156
104.00-2-21.11,10400000020210110000,445,8036.12890625,402.306462319283
104.00-2-21.12,10400000020210120000,446,327379.8125,2450.04157748209
104.00-2-21.2,10400000020210200000,447,64314.67578125,1017.21674425798
104.00-2-22.11,10400000020220110000,448,22712.0390625,660.87413665782
104.00-2-22.12,10400000020220120000,449,734349.9453125,3842.19348889304
104.00-2-22.2,10400000020220200000,450,14252.921875,483.294714339594
104.00-2-22.3,10400000020220300000,451,7849.25,358.792222570895
104.00-2-23.1,10400000020230100000,452,74236.359375,1401.6194573844
104.00-2-23.31,10400000020230310000,453,317022.28515625,2269.01482233239
104.00-2-23.32,10400000020230320000,454,11748.484375,433.717148177524
104.00-2-23.4,10400000020230400000,455,358204.28125,2634.08694559114
104.00-2-24,10400000020240000000,456,4277.375,270.900156501404
104.00-2-25,10400000020250000000,457,4217.87109375,262.543216722159
104.00-2-26,10400000020260000000,458,7892.3984375,361.101055786092
104.00-2-27,10400000020270000000,459,10660.38671875,538.379666847747
104.00-2-3.1,10400000020030100000,460,180371.12109375,1692.56932672076
104.00-2-3.2,10400000020030200000,461,47153.9453125,1006.53837655278
104.00-2-3.3,10400000020030300000,462,28905.48046875,888.660705677593
104.00-2-30.2,10400000020300200000,463,485585.37890625,3349.90652134491
104.00-2-30.3,10400000020300300000,464,11486.36328125,436.540564130057
104.00-2-31,10400000020310000000,465,424062.25390625,2801.08199124284
104.00-2-32.1,10400000020320100000,466,453.1015625,98.6163334555962
104.00-2-32.21,10400000020320210000,467,704437.8046875,4229.62427525635
104.00-2-32.22,10400000020320220000,468,16462.33984375,780.427558376161
104.00-2-33.1,10400000020330100000,469,134247.66015625,2146.52977409347
104.00-2-33.21,10400000020330210000,470,30446.984375,799.049421800431
104.00-2-33.22,10400000020330220000,471,218834.33984375,2218.74120357004
104.00-2-33.23,10400000020330230000,472,139530.33203125,1551.50155569826
104.00-2-33.24,10400000020330240000,473,14115.5859375,594.552959797979
104.00-2-33.25,10400000020330250000,474,15698.890625,691.082715059743
104.00-2-33.26,10400000020330260000,475,7919.67578125,447.248327703931
104.00-2-33.3,10400000020330300000,476,71604.81640625,1368.7840315477
104.00-2-33.4,10400000020330400000,477,24893.6640625,857.429683557151
104.00-2-33.51,10400000020330510000,478,33536.74609375,780.720526168091
104.00-2-33.52,10400000020330520000,479,122206.59765625,2360.19174339331
104.00-2-34,10400000020340000000,480,10509.3203125,606.965288948364
104.00-2-35,10400000020350000000,481,5654.66796875,311.900184158279
104.00-2-36.1,10400000020360100000,482,205614.83203125,2152.31771630301
104.00-2-36.2,10400000020360200000,483,7083.88671875,342.114062898675
104.00-2-36.3,10400000020360300000,484,7411.85546875,349.146963536713
104.00-2-37.11,10400000020370110000,485,130117.828125,1604.19502271001
104.00-2-37.12,10400000020370120000,486,75690.4140625,1294.81999034108
104.00-2-37.2,10400000020370200000,487,41504.27734375,1154.4506410821
104.00-2-37.3,10400000020370300000,488,41166.078125,1114.20317357985
104.00-2-38,10400000020380000000,489,7196.4296875,339.45718087584
104.00-2-39,10400000020390000000,490,6666.41796875,326.627149394674
104.00-2-4,10400000020040000000,491,160668.96484375,2348.14181521203
104.00-2-40.11,10400000020400110000,492,67428.51953125,1358.64930348561
104.00-2-40.12,10400000020400120000,493,7122.62109375,465.66747960062
104.00-2-40.13,10400000020400130000,494,260.2890625,104.788077601365
104.00-2-40.2,10400000020400200000,495,6511.4453125,328.269593828629
104.00-2-41,10400000020410000000,496,981231.23046875,4366.99469385642
104.00-2-42,10400000020420000000,497,7690.765625,374.908684384646
104.00-2-43.1,10400000020430100000,498,11019.69140625,592.339723226508
104.00-2-43.3,10400000020430300000,499,14848.5625,519.525730538243
104.00-2-43.42,10400000020430420000,500,9933.5625,404.469044456298
104.00-2-44.1,10400000020440100000,501,953726.9140625,5419.40252736942
104.00-2-44.2,10400000020440200000,502,299435.01171875,2278.70326724917
104.00-2-45,10400000020450000000,503,19637.0859375,562.175868662564
104.00-2-5.1,10400000020050100000,504,10590.67578125,470.362402006594
104.00-2-5.2,10400000020050200000,505,533800.84765625,4458.01275110844
104.00-2-6.1,10400000020060010000,506,35508.578125,898.520508188139
104.00-2-6.2,10400000020060020000,507,408583.44140625,4108.14741524688
104.00-2-7,10400000020070000000,508,13363.98828125,500.487634189247
104.00-2-8.111,10400000020081110000,509,46637.93359375,935.436584357564
104.00-2-8.112,10400000020081120000,510,9382.78125,431.085134586527
104.00-2-8.12,10400000020080120000,511,9835.4375,398.339028651794
104.00-2-8.2,10400000020080200000,512,7166.66015625,359.365467409582
105.00-1-1.1,10500000010010100000,513,380369.96484375,3553.95453536309
105.00-1-1.2,10500000010010200000,514,38218.48046875,1026.32783852327
105.00-1-10,10500000010100000000,515,467151.98828125,2847.17940428337
105.00-1-11.11,10500000010110110000,516,117732.16796875,1498.27274042523
105.00-1-11.12,10500000010110120000,517,87648.04296875,1331.27211945475
105.00-1-11.2,10500000010110200000,518,136532.47265625,1534.21954168902
105.00-1-12.111,10500000010121110000,519,6454.6328125,359.202593618051
105.00-1-12.112,10500000010121120000,520,6297.9375,382.963226178235
105.00-1-12.2,10500000010120200000,521,52797.48046875,949.300649940811
105.00-1-13,10500000010130000000,522,193068.56640625,1818.81796078168
105.00-1-14.11,10500000010140110000,523,520059.86328125,3335.09340903686
105.00-1-14.12,10500000010140120000,524,30472.09765625,715.510109234957
105.00-1-14.2,10500000010140200000,525,11350.08203125,478.838622051475
105.00-1-14.312,10500000010143120000,526,52096.0234375,969.718775321666
105.00-1-14.32,10500000010140320000,527,36899.0703125,784.720047449167
105.00-1-15,10500000010150000000,528,10807.0625,427.786660492394
105.00-1-16.21,10500000010160210000,529,73725.7109375,1519.72480675053
105.00-1-16.22,10500000010160220000,530,22215.515625,739.019720844298
105.00-1-17,10500000010170000000,531,18274.890625,632.985861583871
105.00-1-18,10500000010180000000,532,67988.87109375,1167.23188261992
105.00-1-19,10500000010190000000,533,1113359.7734375,5615.2091898217
105.00-1-2.113,10500000010021130000,534,63159.47265625,1798.7106028646
105.00-1-2.12,10500000010020120000,535,351796.98046875,2447.50999943688
105.00-1-2.2,10500000010020200000,536,9717.38671875,402.00521612008
105.00-1-20.21,10500000010200210000,537,217538.81640625,2236.51698947144
105.00-1-20.22,10500000010200220000,538,7500.8984375,370.089824363198
105.00-1-21.1,10500000010210100000,539,347320.22265625,2704.47080096062
105.00-1-21.2,10500000010210200000,540,36348.0625,920.712427066465
105.00-1-21.3,10500000010210300000,541,14064.12109375,478.548594600111
105.00-1-22,10500000010220000000,542,247457.59375,2246.84292545766
105.00-1-23.12,10500000010230120000,543,34726.078125,862.847983073744
105.00-1-23.21,10500000010230210000,544,8336.7109375,384.231813305232
105.00-1-23.22,10500000010230220000,545,7646.234375,363.795571808299
105.00-1-23.23,10500000010230230000,546,7336.92578125,348.535657704646
105.00-1-24,10500000010240000000,547,10185.5390625,415.065447602297
105.00-1-25,10500000010250000000,548,16364.02734375,517.648410893139
105.00-1-27.11,10500000010270110000,549,174061.11328125,1995.72516837021
105.00-1-27.12,10500000010270120000,550,27899.859375,827.696791638169
105.00-1-27.21,10500000010270210000,551,59803.07421875,1249.67275236424
105.00-1-27.22,10500000010270220000,552,14643.62109375,512.579058464285
105.00-1-28,10500000010280000000,553,68612.6796875,1901.38652543241
105.00-1-29,10500000010290000000,554,48067.5546875,882.750910232352
105.00-1-3.1,10500000010030100000,555,392688.83984375,2921.53164577714
105.00-1-3.2,10500000010030200000,556,7340.47265625,355.344604456053
105.00-1-30,10500000010300000000,557,160080.92578125,2138.99537043264
105.00-1-31,10500000010310000000,558,84259.92578125,1250.31364923778
105.00-1-32,10500000010320000000,559,381472.95703125,2887.16542312744
105.00-1-33,10500000010330000000,560,6677.77734375,612.008072451138
105.00-1-4,10500000010040000000,561,22934.70703125,734.321221064818
105.00-1-5.111,10500000010051110000,562,33904.59765625,1111.54715187706
105.00-1-5.112,10500000010051120000,563,26041.85546875,790.0484874963
105.00-1-5.121,10500000010051210000,564,14137.80078125,550.822669299404
105.00-1-5.122,10500000010051220000,565,23425.73046875,663.711711382012
105.00-1-5.13,10500000010050130000,566,73898.359375,1188.62036668234
105.00-1-5.2,10500000010050200000,567,32412.82421875,935.730002495897
105.00-1-5.3,10500000010050300000,568,36409.421875,830.033415001939
105.00-1-6,10500000010060000000,569,125557.54296875,1504.19904694793
105.00-1-7.1,10500000010070100000,570,132978.640625,1649.04014999649
105.00-1-7.2,10500000010070200000,571,12533.44921875,456.629639914705
105.00-1-9,10500000010090000000,572,198901.8359375,2037.766808347
105.00-2-1.11,10500000020010110000,573,320634.28125,3051.39365479023
105.00-2-1.121,10500000020011210000,574,210280.41796875,2334.89931552641
105.00-2-1.122,10500000020011220000,575,14773.4609375,493.377045155743
105.00-2-1.13,10500000020010130000,576,35858.08203125,1099.41613849923
105.00-2-1.2,10500000020010200000,577,107009.18359375,1342.60506803164
105.00-2-10,10500000020100000000,578,7213.953125,355.542547787753
105.00-2-11,10500000020110000000,579,17297.99609375,603.435695020837
105.00-2-12,10500000020120000000,580,5598.8828125,325.73614562096
105.00-2-13.11,10500000020130110000,581,118486.39453125,1417.48996555259
105.00-2-13.12,10500000020130120000,582,169323.4140625,2021.36627920274
105.00-2-13.131,10500000020131310000,583,67286.6796875,1131.53465624353
105.00-2-13.132,10500000020131320000,584,203471.7578125,2018.80725567886
105.00-2-13.2,10500000020130200000,585,92416.890625,1477.31043200171
105.00-2-14.1,10500000020140100000,586,394618.328125,2635.0361895683
105.00-2-14.2,10500000020140200000,587,12608.1484375,490.079473685585
105.00-2-15,10500000020150000000,588,235110,2425.9659166186
105.00-2-16,10500000020160000000,589,187712.64453125,1804.07101800798
105.00-2-17.1,10500000020170100000,590,11304.25390625,491.266637678745
105.00-2-17.2,10500000020170200000,591,5870.51953125,328.594561838538
105.00-2-18,10500000020180000000,592,19032.67578125,617.870581563151
105.00-2-19.11,10500000020190110000,593,133001.578125,1964.99234470167
105.00-2-19.121,10500000020191210000,594,344350.16796875,2651.11818186076
105.00-2-19.122,10500000020191220000,595,64948.31640625,1331.47187968847
105.00-2-19.2,10500000020190200000,596,96669.390625,1297.23392117969
105.00-2-2,10500000020020000000,597,78586.46875,1123.14453102418
105.00-2-20,10500000020200000000,598,431477.68359375,3019.44433378093
105.00-2-21.11,10500000020210110000,599,39778.12109375,1384.16590331521
105.00-2-21.2,10500000020210200000,600,255627.04296875,2106.04302065026
105.00-2-22,10500000020220000000,601,5566.21875,484.332850299095
105.00-2-23,10500000020230000000,602,14874.43359375,487.651220793472
105.00-2-24,10500000020240000000,603,15307.1484375,499.53498117462
105.00-2-3.1,10500000020030100000,604,22781.62890625,1139.32937034035
105.00-2-3.2,10500000020030200000,605,198250.39453125,1774.07564148252
105.00-2-4,10500000020040000000,606,12495.77734375,684.420838012967
105.00-2-5,10500000020050000000,607,6648.37109375,540.644970617003
105.00-2-6.11,10500000020060110000,608,8033.375,714.176155171573
105.00-2-6.12,10500000020060120000,609,20099.32421875,1117.16540653354
105.00-2-6.2,10500000020060200000,610,11887.23046875,524.326901917699
105.00-2-7,10500000020070000000,611,1170.1953125,151.915721713337
105.00-2-8.111,10500000020081110000,612,124692.328125,1655.34471970494
105.00-2-8.112,10500000020081120000,613,28914.42578125,794.473838395429
105.00-2-8.121,10500000020081210000,614,59771.75390625,1811.82057287073
105.00-2-8.122,10500000020081220000,615,81004.98828125,1327.64815157469
105.00-2-8.13,10500000020080130000,616,2906.08203125,357.445394748848
105.00-2-8.14,10500000020080140000,617,120268.734375,2053.6096061127
105.00-2-8.15,10500000020080150000,618,937063.453125,4055.2907114148
105.00-2-8.16,10500000020080160000,619,342452.77734375,2657.12709253346
105.00-2-8.17,10500000020080170000,620,26515.19140625,695.451340783704
105.00-2-8.212,10500000020082120000,621,13667.18359375,493.627731010306
105.00-2-8.22,10500000020080220000,622,12525.51171875,463.878027157574
105.00-2-8.3,10500000020080300000,623,8504.98046875,416.755670265885
105.00-2-9.1,10500000020090100000,624,1844681.1484375,11049.7706256329
105.08-1-1,10500800010010000000,625,70526.125,1962.93277460285
106.00-1-1,10600000010010000000,626,130878.8828125,2376.91310618669
106.00-1-10,10600000010100000000,627,4249.58984375,272.100014835558
106.00-1-11,10600000010110000000,628,4774.17578125,308.571043917763
106.00-1-12,10600000010120000000,629,7717.78515625,397.975360101399
106.00-1-13,10600000010130000000,630,2492.83203125,312.677540438812
106.00-1-14.1,10600000010140100000,631,229452.64453125,2102.76747031237
106.00-1-14.21,10600000010140210000,632,138753.3046875,2372.44964350501
106.00-1-14.22,10600000010140220000,633,20591.03515625,649.986107528523
106.00-1-15,10600000010150000000,634,5485.6484375,296.554631901999
106.00-1-16,10600000010160000000,635,9831.30859375,411.324823127383
106.00-1-17,10600000010170000000,636,9419.91015625,394.677997071138
106.00-1-18,10600000010180000000,637,9846.02734375,397.659776397228
106.00-1-19,10600000010190000000,638,4932.15625,301.236329448415
106.00-1-2.11,10600000010020110000,639,9060.26171875,486.097232471078
106.00-1-2.12,10600000010020120000,640,4298.26171875,280.38063347252
106.00-1-2.2,10600000010020200000,641,3327.7421875,256.341624991258
106.00-1-20.1,10600000010200100000,642,512047.15625,4808.71470997593
106.00-1-20.2,10600000010200200000,643,1016.9140625,192.523951874253
106.00-1-21,10600000010210000000,644,4059.359375,266.074202569903
106.00-1-22,10600000010220000000,645,3396.4296875,243.357195096469
106.00-1-23,10600000010230000000,646,4282.59375,261.409656043174
106.00-1-24,10600000010240000000,647,4143.125,257.916980545283
106.00-1-25,10600000010250000000,648,2836.015625,217.787245277959
106.00-1-26,10600000010260000000,649,5511.88671875,351.315147818712
106.00-1-27,10600000010270000000,650,4693.00390625,321.064682912837
106.00-1-28,10600000010280000000,651,3202.859375,274.932028600245
106.00-1-29,10600000010290000000,652,8143.921875,448.587174936985
106.00-1-3.11,10600000010030110000,653,8473.8203125,659.108286222487
106.00-1-3.121,10600000010031210000,654,465625.9296875,3349.52622253952
